company_name,founding_year,vc_backed_binary,start_date,exit_date,exit_type,source,tags,team_size,country,adjusted_start,end_date,event,time_years,sector,geography,team_size_category,post_2008,years_since_founding,decade,vc_x_post2008,log_time_years
Finex,2023,1,2024-01-01,,,YC,"['Fintech', 'SaaS', 'Analytics', 'E-commerce', 'Neobank']",2.0,,2024-01-01,2024-06-30,0,0.4955509924709103,SaaS,Unknown,Small (1-5),1,1,2020,1,0.402494695778991
Bluedot,2021,1,2022-01-01,,,YC,"['Fintech', 'Payments', 'Climate', 'Transportation', 'Electric Vehicles']",11.0,US,2022-01-01,2024-06-30,0,2.4941820670773445,FinTech,US,Medium (6-20),1,3,2020,1,1.2510993188480666
Anarchy,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'Developer Tools', 'Generative AI', 'Machine Learning', 'Infrastructure']",1.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
Dream3D,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'Generative AI', 'Computer Vision', 'Design Tools']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
Haven,2022,1,2023-01-01,,,YC,"['SaaS', 'Real Estate', 'B2B', 'Proptech', 'AI']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
Kivo Health,2021,1,2022-01-01,,,YC,[],5.0,US,2022-01-01,2024-06-30,0,2.4941820670773445,Other,US,Small (1-5),1,3,2020,1,1.2510993188480666
coil,2022,1,2023-01-01,,,YC,"['Fintech', 'Payments', 'B2B', 'E-commerce', 'Subscriptions']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,FinTech,US,Small (1-5),1,2,2020,1,0.914235232692059
Intently,2022,1,2023-01-01,,,YC,[],8.0,,2023-01-01,2024-06-30,0,1.4948665297741273,Other,Unknown,Medium (6-20),1,2,2020,1,0.914235232692059
Suger,2022,1,2023-01-01,,,YC,"['Marketplace', 'SaaS', 'B2B', 'Sales']",4.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,US,Small (1-5),1,2,2020,1,0.914235232692059
Frigade,2022,1,2023-01-01,,,YC,"['Developer Tools', 'SaaS', 'B2B', 'Open Source', 'API']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,US,Small (1-5),1,2,2020,1,0.914235232692059
0pass,2021,1,2022-01-01,,,YC,[],4.0,,2022-01-01,2024-06-30,0,2.4941820670773445,Other,Unknown,Small (1-5),1,3,2020,1,1.2510993188480666
PoloPay,2022,1,2023-01-01,,,YC,"['SaaS', 'Payments', 'B2B', 'Analytics', 'Food Tech']",5.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,US,Small (1-5),1,2,2020,1,0.914235232692059
Chart,2022,1,2023-01-01,,,YC,"['AIOps', 'Artificial Intelligence', 'Developer Tools', 'Machine Learning', 'B2B']",1.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
Magik,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'SaaS', 'B2B', 'Analytics', 'Monitoring']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
Cloudchipr,2022,1,2023-01-01,,,YC,"['Developer Tools', 'FinOps', 'SaaS', 'B2B']",8.0,DE,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,International,Medium (6-20),1,2,2020,1,0.914235232692059
Index,2022,1,2023-01-01,,,YC,"['SaaS', 'B2B', 'Productivity', 'Collaboration']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,US,Small (1-5),1,2,2020,1,0.914235232692059
Bujeti,2021,1,2022-01-01,,,YC,"['Fintech', 'SaaS', 'Payments', 'B2B']",10.0,NG,2022-01-01,2024-06-30,0,2.4941820670773445,SaaS,International,Medium (6-20),1,3,2020,1,1.2510993188480666
Buildt,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'Developer Tools', 'Generative AI', 'Machine Learning', 'NLP']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
Flower,2020,1,2021-01-01,,,YC,"['Developer Tools', 'Generative AI', 'Open Source', 'Privacy', 'AI']",5.0,DE,2021-01-01,2024-06-30,0,3.4934976043805612,AI/ML,International,Small (1-5),1,4,2020,1,1.502631374986197
LinkGrep,2023,1,2024-01-01,,,YC,"['B2B', 'Productivity', 'Collaboration', 'Remote Work', 'AI Assistant']",2.0,US,2024-01-01,2024-06-30,0,0.4955509924709103,AI/ML,US,Small (1-5),1,1,2020,1,0.402494695778991
Pirros,2022,1,2023-01-01,,,YC,[],2.0,,2023-01-01,2024-06-30,0,1.4948665297741273,Other,Unknown,Small (1-5),1,2,2020,1,0.914235232692059
Bluebirds,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'B2B', 'Sales', 'Enterprise']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
Trigo,2022,1,2023-01-01,,,YC,"['Fintech', 'B2B', 'Proptech', 'API', 'Enterprise']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,FinTech,US,Small (1-5),1,2,2020,1,0.914235232692059
Neptyne,2022,1,2023-01-01,,,YC,"['Generative AI', 'Data Science', 'Data Visualization']",4.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
Scanbase,2022,1,2023-01-01,,,YC,"['Machine Learning', 'Computer Vision', 'Health Tech', 'Telemedicine', 'AI']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
Vooma,2022,1,2023-01-01,,,YC,[],3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,Other,US,Small (1-5),1,2,2020,1,0.914235232692059
CreatorML,2022,1,2023-01-01,,,YC,"['Machine Learning', 'B2B', 'Analytics', 'Creator Economy', 'AI']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
Zenfetch,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'Generative AI', 'SaaS', 'B2B', 'Sales']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
PoplarML,2022,1,2023-01-01,,,YC,"['AIOps', 'Artificial Intelligence', 'Machine Learning', 'B2B', 'API']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
Coperniq,2021,1,2022-01-01,,,YC,"['SaaS', 'Solar Power', 'B2B', 'Climate', 'Renewable Energy']",6.0,US,2022-01-01,2024-06-30,0,2.4941820670773445,SaaS,US,Medium (6-20),1,3,2020,1,1.2510993188480666
JustPaid.io,2023,1,2024-01-01,,,YC,"['AI-Enhanced Learning', 'Artificial Intelligence', 'Fintech', 'Payments', 'Analytics']",10.0,US,2024-01-01,2024-06-30,0,0.4955509924709103,AI/ML,US,Medium (6-20),1,1,2020,1,0.402494695778991
Gluetrail,2022,1,2023-01-01,,,YC,"['Finance', 'Analytics', 'Sales', 'Operations']",2.0,FR,2023-01-01,2024-06-30,0,1.4948665297741273,FinTech,International,Small (1-5),1,2,2020,1,0.914235232692059
FlexWash,2021,1,2022-01-01,,,YC,"['SaaS', 'B2B', 'Subscriptions', 'Retail', 'SMB']",2.0,US,2022-01-01,2024-06-30,0,2.4941820670773445,AI/ML,US,Small (1-5),1,3,2020,1,1.2510993188480666
LaunchFlow,2023,1,2024-01-01,,,YC,"['Developer Tools', 'Machine Learning', 'B2B', 'Data Engineering', 'Cloud Computing']",2.0,,2024-01-01,2024-06-30,0,0.4955509924709103,AI/ML,Unknown,Small (1-5),1,1,2020,1,0.402494695778991
OfOne,2022,1,2023-01-01,,,YC,[],2.0,,2023-01-01,2024-06-30,0,1.4948665297741273,Other,Unknown,Small (1-5),1,2,2020,1,0.914235232692059
Feather,2022,1,2023-01-01,,,YC,"['Fintech', 'SaaS', 'Finance', 'Investing', 'Consumer Finance']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,US,Small (1-5),1,2,2020,1,0.914235232692059
Tennr,2021,1,2022-01-01,,,YC,[],3.0,,2022-01-01,2024-06-30,0,2.4941820670773445,Other,Unknown,Small (1-5),1,3,2020,1,1.2510993188480666
Cakework,2022,1,2023-01-01,,,YC,"['Developer Tools', 'B2B', 'Cloud Computing', 'Infrastructure']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,Other,US,Small (1-5),1,2,2020,1,0.914235232692059
ZeroDev,2022,1,2023-01-01,,,YC,['Crypto / Web3'],3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,Other,US,Small (1-5),1,2,2020,1,0.914235232692059
Omnistrate,2023,1,2024-01-01,,,YC,"['Developer Tools', 'SaaS', 'B2B', 'Cloud Computing', 'Infrastructure']",9.0,US,2024-01-01,2024-06-30,0,0.4955509924709103,SaaS,US,Medium (6-20),1,1,2020,1,0.402494695778991
EdgeBit,2022,1,2023-01-01,,,YC,"['DevSecOps', 'B2B', 'Security']",3.0,,2023-01-01,2024-06-30,0,1.4948665297741273,Other,Unknown,Small (1-5),1,2,2020,1,0.914235232692059
Ruby Card,2022,1,2023-01-01,,,YC,"['Fintech', 'SaaS', 'B2B', 'E-commerce', 'Neobank']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,US,Small (1-5),1,2,2020,1,0.914235232692059
Mirio,2022,1,2023-01-01,,,YC,"['SaaS', 'B2B', 'Customer Success', 'Sales', 'API']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,US,Small (1-5),1,2,2020,1,0.914235232692059
Pair AI,2022,1,2023-01-01,,,YC,"['AI-Enhanced Learning', 'Marketplace', 'eLearning', 'Creator Economy', 'AI']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
Double,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'Robotic Process Automation', 'SaaS', 'Collaboration', 'No-code']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
Glass Health,2021,1,2022-01-01,,,YC,"['SaaS', 'Health Tech', 'Digital Health', 'Healthcare']",2.0,US,2022-01-01,2024-06-30,0,2.4941820670773445,SaaS,US,Small (1-5),1,3,2020,1,1.2510993188480666
Pledge Health,2022,1,2023-01-01,,,YC,"['Fintech', 'SaaS', 'Health Tech', 'B2B', 'Workflow Automation']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,US,Small (1-5),1,2,2020,1,0.914235232692059
Mercoa,2022,1,2023-01-01,,,YC,[],2.0,,2023-01-01,2024-06-30,0,1.4948665297741273,Other,Unknown,Small (1-5),1,2,2020,1,0.914235232692059
Byterat,2021,1,2022-01-01,,,YC,"['Energy Storage', 'Machine Learning', 'Climate', 'Databases']",4.0,US,2022-01-01,2024-06-30,0,2.4941820670773445,AI/ML,US,Small (1-5),1,3,2020,1,1.2510993188480666
Numeral,2022,1,2023-01-01,,,YC,"['Fintech', 'SaaS', 'E-commerce']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,US,Small (1-5),1,2,2020,1,0.914235232692059
Nango,2022,1,2023-01-01,,,YC,"['Developer Tools', 'SaaS', 'Open Source', 'API']",2.0,,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,Unknown,Small (1-5),1,2,2020,1,0.914235232692059
Rubber Ducky Labs,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'Machine Learning', 'B2B', 'E-commerce', 'Recommendation System']",1.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
Parabolic,2022,1,2023-01-01,,,YC,"['Generative AI', 'Customer Success', 'Customer Support']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
CodeComplete,2023,1,2024-01-01,,,YC,[],2.0,,2024-01-01,2024-06-30,0,0.4955509924709103,Other,Unknown,Small (1-5),1,1,2020,1,0.402494695778991
Palomma,2023,1,2024-01-01,,,YC,"['Fintech', 'Payments', 'B2B']",3.0,CO,2024-01-01,2024-06-30,0,0.4955509924709103,FinTech,International,Small (1-5),1,1,2020,1,0.402494695778991
Hammr,2023,1,2024-01-01,,,YC,"['Fintech', 'SaaS', 'Construction', 'B2B']",3.0,US,2024-01-01,2024-06-30,0,0.4955509924709103,SaaS,US,Small (1-5),1,1,2020,1,0.402494695778991
Fabra,2022,1,2023-01-01,,,YC,"['Developer Tools', 'SaaS', 'B2B', 'Data Engineering']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,US,Small (1-5),1,2,2020,1,0.914235232692059
Members.Land,2023,1,2024-01-01,,,YC,"['Crypto / Web3', 'Community', 'Social', 'Creator Economy']",4.0,US,2024-01-01,2024-06-30,0,0.4955509924709103,Other,US,Small (1-5),1,1,2020,1,0.402494695778991
Trackstar,2021,1,2022-01-01,,,YC,"['SaaS', 'B2B', 'Logistics', 'Supply Chain']",5.0,US,2022-01-01,2024-06-30,0,2.4941820670773445,AI/ML,US,Small (1-5),1,3,2020,1,1.2510993188480666
Nebula,2022,1,2023-01-01,,,YC,"['Developer Tools', 'SaaS', 'B2B', 'Enterprise']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,US,Small (1-5),1,2,2020,1,0.914235232692059
FlexDesk,2022,1,2023-01-01,,,YC,"['Marketplace', 'B2B', 'HR Tech', 'Proptech', 'Remote Work']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,Other,US,Small (1-5),1,2,2020,1,0.914235232692059
pyq,2022,1,2023-01-01,,,YC,"['AIOps', 'Artificial Intelligence', 'Developer Tools', 'Machine Learning', 'B2B']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
Backdrop (previously Twig),2023,1,2024-01-01,,,YC,"['Fintech', 'SaaS', 'B2B', 'Entertainment', 'Enterprise']",2.0,US,2024-01-01,2024-06-30,0,0.4955509924709103,AI/ML,US,Small (1-5),1,1,2020,1,0.402494695778991
Rosettic,2023,1,2024-01-01,,,YC,[],2.0,,2024-01-01,2024-06-30,0,0.4955509924709103,Other,Unknown,Small (1-5),1,1,2020,1,0.402494695778991
Concourse,2022,1,2023-01-01,,,YC,"['Fintech', 'SaaS', 'Payments', 'B2B']",5.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,US,Small (1-5),1,2,2020,1,0.914235232692059
Latent,2022,1,2023-01-01,,,YC,"['B2B', 'Healthcare', 'Insurance', 'Enterprise', 'AI']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
Viddy,2022,1,2023-01-01,,,YC,"['SaaS', 'B2B', 'Video', 'E-commerce', 'Creator Economy']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,US,Small (1-5),1,2,2020,1,0.914235232692059
Lume,2022,1,2023-01-01,,,YC,"['Generative AI', 'SaaS', 'B2B', 'Data Engineering', 'AI']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
Pigeon,2022,1,2023-01-01,,,YC,[],5.0,,2023-01-01,2024-06-30,0,1.4948665297741273,Other,Unknown,Small (1-5),1,2,2020,1,0.914235232692059
Resync,2022,1,2023-01-01,,,YC,"['Developer Tools', 'SaaS', 'B2B', 'Collaboration', 'Remote Work']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,US,Small (1-5),1,2,2020,1,0.914235232692059
Depot,2022,1,2023-01-01,,,YC,"['Developer Tools', 'SaaS', 'B2B', 'DevOps']",3.0,GB,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,UK,Small (1-5),1,2,2020,1,0.914235232692059
Paperplane,2022,1,2023-01-01,,,YC,"['SaaS', 'Sales', 'NLP']",6.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,US,Medium (6-20),1,2,2020,1,0.914235232692059
Mirrorful,2023,1,2024-01-01,,,YC,"['Developer Tools', 'SaaS', 'Design', 'Design Tools', 'Open Source']",2.0,US,2024-01-01,2024-06-30,0,0.4955509924709103,SaaS,US,Small (1-5),1,1,2020,1,0.402494695778991
Rollstack,2022,1,2023-01-01,,,YC,"['Productivity', 'Analytics', 'Big Data', 'Data Visualization', 'AI']",4.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
Layup,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'SaaS', 'B2B']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
Syncly,2022,1,2023-01-01,,,YC,"['Generative AI', 'SaaS', 'B2B', 'Customer Success', 'Analytics']",6.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Medium (6-20),1,2,2020,1,0.914235232692059
Credal.ai,2022,1,2023-01-01,,,YC,"['Generative AI', 'Chatbots', 'Cybersecurity']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
Doctor Droid,2022,1,2023-01-01,,,YC,"['Developer Tools', 'SaaS', 'B2B']",6.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,US,Medium (6-20),1,2,2020,1,0.914235232692059
Versori,2022,1,2023-01-01,,,YC,"['SaaS', 'B2B', 'API', 'No-code', 'Data Engineering']",8.0,GB,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,UK,Medium (6-20),1,2,2020,1,0.914235232692059
Trigger.dev,2022,1,2023-01-01,,,YC,"['Developer Tools', 'SaaS', 'B2B', 'Productivity', 'Open Source']",4.0,GB,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,UK,Small (1-5),1,2,2020,1,0.914235232692059
Traceloop,2022,1,2023-01-01,,,YC,"['Developer Tools', 'Generative AI', 'SaaS', 'Open Source']",3.0,IL,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,International,Small (1-5),1,2,2020,1,0.914235232692059
rift,2022,1,2023-01-01,,,YC,"['SaaS', 'B2B', 'Sales']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,US,Small (1-5),1,2,2020,1,0.914235232692059
Matano,2022,1,2023-01-01,,,YC,"['DevSecOps', 'Analytics', 'Security', 'Open Source', 'Cybersecurity']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,Other,US,Small (1-5),1,2,2020,1,0.914235232692059
Cardinal,2023,1,2024-01-01,,,YC,"['Generative AI', 'SaaS', 'B2B', 'Productivity', 'Analytics']",3.0,US,2024-01-01,2024-06-30,0,0.4955509924709103,AI/ML,US,Small (1-5),1,1,2020,1,0.402494695778991
Linum,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'Generative AI', 'Video']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
OneText,2021,1,2022-01-01,,,YC,"['Fintech', 'Payments', 'Consumer', 'B2B', 'E-commerce']",6.0,US,2022-01-01,2024-06-30,0,2.4941820670773445,FinTech,US,Medium (6-20),1,3,2020,1,1.2510993188480666
Pynecone,2022,1,2023-01-01,,,YC,"['Developer Tools', 'Open Source', 'Web Development', 'Infrastructure']",6.0,,2023-01-01,2024-06-30,0,1.4948665297741273,Other,Unknown,Medium (6-20),1,2,2020,1,0.914235232692059
Miracle,2022,1,2023-01-01,,,YC,"['SaaS', 'B2B', 'Biotech', 'Healthcare']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,US,Small (1-5),1,2,2020,1,0.914235232692059
Blyss,2022,1,2023-01-01,,,YC,"['Developer Tools', 'Hard Tech', 'Crypto / Web3', 'Security', 'Privacy']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,Other,US,Small (1-5),1,2,2020,1,0.914235232692059
Shyp,2022,1,2023-01-01,,,YC,[],2.0,,2023-01-01,2024-06-30,0,1.4948665297741273,Other,Unknown,Small (1-5),1,2,2020,1,0.914235232692059
Laminate,2023,1,2024-01-01,,,YC,"['Fintech', 'B2B', 'API']",1.0,US,2024-01-01,2024-06-30,0,0.4955509924709103,FinTech,US,Small (1-5),1,1,2020,1,0.402494695778991
Blocksfabrik,2021,1,2022-01-01,,,YC,[],5.0,,2022-01-01,2024-06-30,0,2.4941820670773445,Other,Unknown,Small (1-5),1,3,2020,1,1.2510993188480666
Stack AI,2022,1,2023-01-01,,,YC,[],2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,Other,US,Small (1-5),1,2,2020,1,0.914235232692059
Middleware,2022,1,2023-01-01,,,YC,[],22.0,,2023-01-01,2024-06-30,0,1.4948665297741273,Other,Unknown,Large (21-50),1,2,2020,1,0.914235232692059
Infisical,2022,1,2023-01-01,,,YC,"['Developer Tools', 'SaaS', 'B2B', 'Security', 'Open Source']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,US,Small (1-5),1,2,2020,1,0.914235232692059
Avoca,2022,1,2023-01-01,,,YC,[],2.0,,2023-01-01,2024-06-30,0,1.4948665297741273,Other,Unknown,Small (1-5),1,2,2020,1,0.914235232692059
Nucleus,2022,1,2023-01-01,,,YC,"['Finance', 'B2B', 'Identity', 'API']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,FinTech,US,Small (1-5),1,2,2020,1,0.914235232692059
Rubbrband,2022,1,2023-01-01,,,YC,[],3.0,,2023-01-01,2024-06-30,0,1.4948665297741273,Other,Unknown,Small (1-5),1,2,2020,1,0.914235232692059
Mogara,2022,1,2023-01-01,,,YC,"['Finance', 'B2B']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,FinTech,US,Small (1-5),1,2,2020,1,0.914235232692059
Sameday,2021,1,2022-01-01,,,YC,"['Generative AI', 'B2B', 'Sales Enablement', 'Automation', 'AI']",7.0,US,2022-01-01,2024-06-30,0,2.4941820670773445,AI/ML,US,Medium (6-20),1,3,2020,1,1.2510993188480666
Chima,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'Developer Tools', 'Generative AI', 'SaaS', 'B2B']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
Lavo Life Sciences,2022,1,2023-01-01,,,YC,"['AI-powered Drug Discovery', 'Machine Learning', 'Biotech', 'Drug discovery']",3.0,,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,Unknown,Small (1-5),1,2,2020,1,0.914235232692059
AlphaWatch AI,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'Fintech', 'Finance', 'AI', 'AI Assistant']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
TigerEye,2021,1,2022-01-01,,,YC,"['SaaS', 'Sales', 'Sales Enablement']",16.0,,2022-01-01,2024-06-30,0,2.4941820670773445,SaaS,Unknown,Medium (6-20),1,3,2020,1,1.2510993188480666
OpenSight,2022,1,2023-01-01,,,YC,"['Generative AI', 'B2B', 'Customer Success', 'Customer Support']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
Polymath Robotics,2021,1,2022-01-01,,,YC,"['Artificial Intelligence', 'Hard Tech', 'Machine Learning', 'Robotics', 'Unmanned Vehicle']",9.0,US,2022-01-01,2024-06-30,0,2.4941820670773445,AI/ML,US,Medium (6-20),1,3,2020,1,1.2510993188480666
Terrace,2021,1,2022-01-01,,,YC,"['DeFi', 'Fintech', 'SaaS', 'Crypto / Web3']",5.0,US,2022-01-01,2024-06-30,0,2.4941820670773445,SaaS,US,Small (1-5),1,3,2020,1,1.2510993188480666
Ivy,2021,1,2022-01-01,,,YC,"['Artificial Intelligence', 'Developer Tools', 'Machine Learning', 'Open Source', 'API']",10.0,GB,2022-01-01,2024-06-30,0,2.4941820670773445,AI/ML,UK,Medium (6-20),1,3,2020,1,1.2510993188480666
Morf Health,2022,1,2023-01-01,,,YC,"['Health Tech', 'Healthcare IT']",3.0,,2023-01-01,2024-06-30,0,1.4948665297741273,Healthcare,Unknown,Small (1-5),1,2,2020,1,0.914235232692059
Ping,2021,1,2022-01-01,,,YC,"['Crypto / Web3', 'Payments', 'Neobank']",20.0,US,2022-01-01,2024-06-30,0,2.4941820670773445,FinTech,US,Medium (6-20),1,3,2020,1,1.2510993188480666
Materee,2022,1,2023-01-01,,,YC,"['Construction', 'B2B']",20.0,ID,2023-01-01,2024-06-30,0,1.4948665297741273,Other,International,Medium (6-20),1,2,2020,1,0.914235232692059
Guardian Bio,2022,1,2023-01-01,,,YC,"['Biotech', 'Healthcare', 'Therapeutics', 'Oncology']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,Healthcare,US,Small (1-5),1,2,2020,1,0.914235232692059
Radiant,2022,1,2023-01-01,,,YC,"['B2B', 'Productivity', 'Enterprise', 'AI']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
Integrated Reasoning,2021,1,2022-01-01,,,YC,"['Artificial Intelligence', 'Developer Tools', 'Hard Tech', 'Hardware', 'SaaS']",2.0,US,2022-01-01,2024-06-30,0,2.4941820670773445,AI/ML,US,Small (1-5),1,3,2020,1,1.2510993188480666
Pivo Technology Inc,2021,1,2022-01-01,,,YC,"['Fintech', 'Payments', 'B2B', 'Supply Chain', 'Neobank']",11.0,NG,2022-01-01,2024-06-30,0,2.4941820670773445,AI/ML,International,Medium (6-20),1,3,2020,1,1.2510993188480666
Coverage Cat,2022,1,2023-01-01,,,YC,"['Fintech', 'Machine Learning', 'Insurance']",4.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,AI/ML,US,Small (1-5),1,2,2020,1,0.914235232692059
AccessOwl,2022,1,2023-01-01,,,YC,"['SaaS', 'B2B', 'Compliance', 'Security']",4.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,US,Small (1-5),1,2,2020,1,0.914235232692059
Intuned,2022,1,2023-01-01,,,YC,"['SaaS', 'B2B', 'Productivity', 'Analytics', 'Data Engineering']",4.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,US,Small (1-5),1,2,2020,1,0.914235232692059
Cone,2022,1,2023-01-01,,,YC,"['Fintech', 'SaaS', 'B2B']",8.0,IN,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,International,Medium (6-20),1,2,2020,1,0.914235232692059
Lotus,2022,1,2023-01-01,,,YC,"['Fintech', 'SaaS', 'Open Source', 'Enterprise']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273,SaaS,US,Small (1-5),1,2,2020,1,0.914235232692059
Lumo,2022,1,2023-01-01,,,YC,"['Documents', 'Fintech', 'Real Estate', 'Proptech']",3.0,ES,2023-01-01,2024-06-30,0,1.4948665297741273,FinTech,International,Small (1-5),1,2,2020,1,0.914235232692059
